"index","Type","subcategory"
647,"EMS","UNKNOWN MEDICAL EMERGENCY"
648,"Fire","FIRE ALARM"
649,"Fire","VEHICLE FIRE"
650,"Traffic","VEHICLE FIRE -"
651,"Fire","FIRE ALARM"
652,"Traffic","VEHICLE ACCIDENT -"
653,"EMS","CVA/STROKE"
654,"EMS","UNKNOWN MEDICAL EMERGENCY"
655,"EMS","RESPIRATORY EMERGENCY"
656,"EMS","ASSAULT VICTIM"
657,"EMS","RESPIRATORY EMERGENCY"
658,"EMS","UNKNOWN MEDICAL EMERGENCY"
659,"EMS","UNKNOWN MEDICAL EMERGENCY"
660,"EMS","HEAD INJURY"
661,"Traffic","VEHICLE ACCIDENT -"
662,"EMS","ASSAULT VICTIM"
663,"Traffic","VEHICLE ACCIDENT -"
664,"EMS","VEHICLE ACCIDENT"
665,"Traffic","VEHICLE ACCIDENT -"
666,"Traffic","VEHICLE ACCIDENT -"
667,"Traffic","VEHICLE ACCIDENT -"
668,"Fire","VEHICLE ACCIDENT"
669,"Traffic","VEHICLE ACCIDENT -"
670,"EMS","CARDIAC EMERGENCY"
671,"Traffic","VEHICLE ACCIDENT -"
672,"EMS","ASSAULT VICTIM"
673,"EMS","OVERDOSE"
674,"EMS","DIZZINESS"
675,"EMS","LACERATIONS"
676,"Traffic","DISABLED VEHICLE -"
677,"Traffic","VEHICLE ACCIDENT -"
678,"EMS","FALL VICTIM"
679,"Fire","FIRE ALARM"
680,"Traffic","VEHICLE ACCIDENT -"
681,"Traffic","VEHICLE ACCIDENT -"
682,"EMS","CARDIAC EMERGENCY"
683,"EMS","VEHICLE ACCIDENT"
684,"Traffic","VEHICLE ACCIDENT -"
685,"Traffic","VEHICLE ACCIDENT -"
686,"Traffic","VEHICLE ACCIDENT -"
687,"Fire","UNKNOWN TYPE FIRE"
688,"Fire","FIRE ALARM"
689,"Traffic","VEHICLE FIRE -"
690,"EMS","RESPIRATORY EMERGENCY"
691,"Fire","FIRE ALARM"
692,"EMS","DEHYDRATION"
693,"Fire","VEHICLE FIRE"
694,"EMS","FALL VICTIM"
695,"Traffic","VEHICLE FIRE -"
696,"EMS","ALTERED MENTAL STATUS"
697,"EMS","FALL VICTIM"
698,"EMS","ALTERED MENTAL STATUS"
699,"EMS","RESPIRATORY EMERGENCY"
700,"EMS","OVERDOSE"
701,"Fire","TRASH/DUMPSTER FIRE"
702,"EMS","UNKNOWN MEDICAL EMERGENCY"
703,"EMS","SUBJECT IN PAIN"
704,"Traffic","VEHICLE ACCIDENT -"
705,"EMS","UNCONSCIOUS SUBJECT"
706,"Traffic","VEHICLE ACCIDENT -"
707,"Fire","TRASH/DUMPSTER FIRE"
708,"Fire","FIRE ALARM"
709,"EMS","HEMORRHAGING"
710,"Traffic","DISABLED VEHICLE -"
711,"Traffic","DISABLED VEHICLE -"
712,"Traffic","DISABLED VEHICLE -"
713,"EMS","UNCONSCIOUS SUBJECT"
714,"Traffic","DISABLED VEHICLE -"
715,"EMS","DIABETIC EMERGENCY"
716,"EMS","HEAD INJURY"
717,"EMS","SYNCOPAL EPISODE"
718,"EMS","ABDOMINAL PAINS"
719,"EMS","HEAD INJURY"
720,"Traffic","VEHICLE ACCIDENT -"
721,"Traffic","VEHICLE FIRE -"
722,"EMS","FALL VICTIM"
723,"EMS","ABDOMINAL PAINS"
724,"Fire","VEHICLE ACCIDENT"
725,"EMS","VEHICLE ACCIDENT"
726,"Traffic","VEHICLE ACCIDENT -"
727,"Fire","UNKNOWN TYPE FIRE"
728,"EMS","CVA/STROKE"
729,"Fire","VEHICLE ACCIDENT"
730,"EMS","SUBJECT IN PAIN"
731,"EMS","VEHICLE ACCIDENT"
732,"Traffic","VEHICLE ACCIDENT -"
733,"EMS","DIZZINESS"
734,"Fire","CARBON MONOXIDE DETECTOR"
735,"Fire","UNKNOWN TYPE FIRE"
736,"Fire","UNKNOWN TYPE FIRE"
737,"Traffic","VEHICLE ACCIDENT -"
738,"Traffic","VEHICLE ACCIDENT -"
739,"Traffic","VEHICLE ACCIDENT -"
740,"Traffic","VEHICLE ACCIDENT -"
741,"EMS","GENERAL WEAKNESS"
742,"EMS","CARDIAC EMERGENCY"
743,"EMS","CARDIAC EMERGENCY"
744,"EMS","FALL VICTIM"
745,"EMS","FALL VICTIM"
746,"Traffic","ROAD OBSTRUCTION -"
747,"Traffic","ROAD OBSTRUCTION -"
748,"Fire","S/B AT HELICOPTER LANDING"
749,"EMS","DIZZINESS"
750,"EMS","FALL VICTIM"
751,"EMS","HEAD INJURY"
752,"EMS","NAUSEA/VOMITING"
753,"Traffic","VEHICLE ACCIDENT -"
754,"EMS","RESPIRATORY EMERGENCY"
755,"Traffic","VEHICLE ACCIDENT -"
756,"EMS","HEAD INJURY"
757,"EMS","CARDIAC EMERGENCY"
758,"EMS","VEHICLE ACCIDENT"
759,"Traffic","VEHICLE ACCIDENT -"
760,"Traffic","VEHICLE ACCIDENT -"
761,"Traffic","VEHICLE ACCIDENT -"
762,"Traffic","VEHICLE ACCIDENT -"
763,"EMS","DIZZINESS"
764,"Fire","GAS-ODOR/LEAK"
765,"EMS","SUBJECT IN PAIN"
766,"Traffic","VEHICLE ACCIDENT -"
767,"EMS","FEVER"
768,"Fire","VEHICLE ACCIDENT"
769,"Traffic","VEHICLE ACCIDENT -"
770,"EMS","SEIZURES"
771,"EMS","SUBJECT IN PAIN"
772,"EMS","GENERAL WEAKNESS"
773,"EMS","OVERDOSE"
774,"EMS","OVERDOSE"
775,"EMS","HEMORRHAGING"
776,"EMS","HEMORRHAGING"
777,"Fire","FIRE ALARM"
778,"EMS","RESPIRATORY EMERGENCY"
779,"EMS","CVA/STROKE"
780,"EMS","CARDIAC EMERGENCY"
781,"EMS","CARDIAC EMERGENCY"
782,"EMS","CARDIAC EMERGENCY"
783,"Traffic","DISABLED VEHICLE -"
784,"EMS","BACK PAINS/INJURY"
785,"EMS","RESPIRATORY EMERGENCY"
786,"EMS","LACERATIONS"
787,"EMS","OVERDOSE"
788,"EMS","FALL VICTIM"
789,"EMS","NAUSEA/VOMITING"
790,"EMS","ASSAULT VICTIM"
791,"EMS","SUBJECT IN PAIN"
792,"Fire","BUILDING FIRE"
793,"Fire","FIRE ALARM"
794,"Fire","BUILDING FIRE"
795,"EMS","RESPIRATORY EMERGENCY"
796,"EMS","SUBJECT IN PAIN"
797,"Traffic","VEHICLE ACCIDENT -"
798,"EMS","CARDIAC EMERGENCY"
799,"EMS","RESPIRATORY EMERGENCY"
800,"EMS","UNRESPONSIVE SUBJECT"
801,"EMS","SUBJECT IN PAIN"
802,"EMS","CVA/STROKE"
803,"EMS","FALL VICTIM"
804,"Traffic","VEHICLE ACCIDENT -"
805,"Traffic","VEHICLE ACCIDENT -"
806,"EMS","UNKNOWN MEDICAL EMERGENCY"
807,"Fire","ELECTRICAL FIRE OUTSIDE"
808,"EMS","CVA/STROKE"
809,"EMS","FALL VICTIM"
810,"Fire","GAS-ODOR/LEAK"
811,"EMS","ABDOMINAL PAINS"
812,"EMS","FALL VICTIM"
813,"EMS","ABDOMINAL PAINS"
814,"EMS","UNKNOWN MEDICAL EMERGENCY"
815,"EMS","HEAD INJURY"
816,"Fire","GAS-ODOR/LEAK"
817,"EMS","ALTERED MENTAL STATUS"
818,"EMS","GENERAL WEAKNESS"
819,"EMS","CARDIAC EMERGENCY"
820,"EMS","RESPIRATORY EMERGENCY"
821,"EMS","CARDIAC EMERGENCY"
822,"EMS","FRACTURE"
823,"EMS","SUBJECT IN PAIN"
824,"EMS","CARDIAC EMERGENCY"
825,"EMS","GENERAL WEAKNESS"
826,"EMS","SYNCOPAL EPISODE"
827,"Fire","FIRE ALARM"
828,"Traffic","VEHICLE ACCIDENT -"
829,"EMS","NAUSEA/VOMITING"
830,"EMS","MEDICAL ALERT ALARM"
831,"EMS","NAUSEA/VOMITING"
832,"Fire","FIRE ALARM"
833,"EMS","CARDIAC EMERGENCY"
834,"Fire","FIRE ALARM"
835,"Fire","FIRE ALARM"
836,"Traffic","VEHICLE ACCIDENT -"
837,"Traffic","HAZARDOUS ROAD CONDITIONS -"
838,"Fire","GAS-ODOR/LEAK"
839,"EMS","UNCONSCIOUS SUBJECT"
840,"EMS","ABDOMINAL PAINS"
841,"EMS","SUBJECT IN PAIN"
842,"EMS","SUBJECT IN PAIN"
843,"EMS","UNCONSCIOUS SUBJECT"
844,"Fire","FIRE ALARM"
845,"EMS","FALL VICTIM"
846,"EMS","MEDICAL ALERT ALARM"
847,"Traffic","VEHICLE ACCIDENT -"
848,"EMS","MEDICAL ALERT ALARM"
849,"EMS","GENERAL WEAKNESS"
850,"EMS","VEHICLE ACCIDENT"
851,"Traffic","VEHICLE ACCIDENT -"
852,"EMS","FRACTURE"
853,"Fire","CARBON MONOXIDE DETECTOR"
854,"EMS","GENERAL WEAKNESS"
855,"Fire","FIRE INVESTIGATION"
856,"EMS","CARDIAC EMERGENCY"
857,"EMS","HEAD INJURY"
858,"EMS","RESPIRATORY EMERGENCY"
859,"EMS","DIZZINESS"
860,"Traffic","VEHICLE ACCIDENT -"
861,"Traffic","VEHICLE ACCIDENT -"
862,"Traffic","VEHICLE ACCIDENT -"
863,"EMS","CVA/STROKE"
864,"Traffic","VEHICLE ACCIDENT -"
865,"EMS","UNCONSCIOUS SUBJECT"
866,"Fire","FIRE ALARM"
867,"EMS","SUBJECT IN PAIN"
868,"Traffic","VEHICLE ACCIDENT -"
869,"EMS","RESPIRATORY EMERGENCY"
870,"Traffic","VEHICLE ACCIDENT -"
871,"EMS","HEAD INJURY"
872,"Fire","FIRE INVESTIGATION"
873,"Traffic","VEHICLE ACCIDENT -"
874,"Traffic","VEHICLE ACCIDENT -"
875,"Traffic","VEHICLE ACCIDENT -"
876,"EMS","ALLERGIC REACTION"
877,"Fire","BUILDING FIRE"
878,"Traffic","VEHICLE ACCIDENT -"
879,"EMS","GENERAL WEAKNESS"
880,"Traffic","VEHICLE ACCIDENT -"
881,"Traffic","VEHICLE ACCIDENT -"
882,"EMS","RESPIRATORY EMERGENCY"
883,"Traffic","VEHICLE ACCIDENT -"
884,"Traffic","VEHICLE ACCIDENT -"
885,"EMS","VEHICLE ACCIDENT"
886,"Traffic","VEHICLE ACCIDENT -"
887,"EMS","FALL VICTIM"
888,"EMS","CHOKING"
889,"EMS","BACK PAINS/INJURY"
890,"EMS","BACK PAINS/INJURY"
891,"Fire","CARBON MONOXIDE DETECTOR"
892,"EMS","CARBON MONOXIDE DETECTOR"
893,"EMS","FRACTURE"
894,"EMS","CARDIAC EMERGENCY"
895,"EMS","GENERAL WEAKNESS"
896,"Traffic","VEHICLE ACCIDENT -"
897,"Traffic","VEHICLE ACCIDENT -"
898,"EMS","CARDIAC EMERGENCY"
899,"EMS","SYNCOPAL EPISODE"
900,"EMS","OVERDOSE"
901,"EMS","OVERDOSE"
902,"Fire","FIRE ALARM"
903,"Fire","FIRE INVESTIGATION"
904,"Fire","FIRE ALARM"
905,"EMS","SUBJECT IN PAIN"
906,"Fire","FIRE ALARM"
907,"Fire","FIRE ALARM"
908,"Traffic","DISABLED VEHICLE -"
909,"EMS","HEAD INJURY"
910,"EMS","OVERDOSE"
911,"EMS","HEAD INJURY"
912,"EMS","UNKNOWN MEDICAL EMERGENCY"
913,"EMS","ALTERED MENTAL STATUS"
914,"EMS","FALL VICTIM"
915,"EMS","VEHICLE ACCIDENT"
916,"Traffic","VEHICLE ACCIDENT -"
917,"Fire","FIRE ALARM"
918,"EMS","FEVER"
919,"EMS","HEAD INJURY"
920,"Fire","FIRE INVESTIGATION"
921,"EMS","FALL VICTIM"
922,"EMS","FALL VICTIM"
923,"EMS","OVERDOSE"
924,"EMS","CARDIAC EMERGENCY"
925,"EMS","RESPIRATORY EMERGENCY"
926,"EMS","OVERDOSE"
927,"EMS","ALTERED MENTAL STATUS"
928,"EMS","LACERATIONS"
929,"Fire","GAS-ODOR/LEAK"
930,"Traffic","DISABLED VEHICLE -"
931,"Traffic","VEHICLE ACCIDENT -"
932,"EMS","HEAD INJURY"
933,"Traffic","VEHICLE ACCIDENT -"
934,"EMS","HEAD INJURY"
935,"EMS","SYNCOPAL EPISODE"
936,"EMS","SYNCOPAL EPISODE"
937,"EMS","RESPIRATORY EMERGENCY"
938,"EMS","SYNCOPAL EPISODE"
939,"EMS","CARDIAC EMERGENCY"
940,"Fire","GAS-ODOR/LEAK"
941,"EMS","FALL VICTIM"
942,"EMS","FALL VICTIM"
943,"EMS","ALLERGIC REACTION"
944,"Fire","TRASH/DUMPSTER FIRE"
945,"EMS","HEAD INJURY"
946,"Fire","UNKNOWN TYPE FIRE"
947,"Fire","FIRE INVESTIGATION"
948,"EMS","FALL VICTIM"
949,"EMS","SYNCOPAL EPISODE"
950,"EMS","GENERAL WEAKNESS"
951,"Traffic","VEHICLE ACCIDENT -"
952,"EMS","FALL VICTIM"
953,"Traffic","VEHICLE ACCIDENT -"
954,"EMS","SYNCOPAL EPISODE"
955,"Traffic","ROAD OBSTRUCTION -"
956,"EMS","ALTERED MENTAL STATUS"
957,"Traffic","VEHICLE ACCIDENT -"
958,"EMS","RESPIRATORY EMERGENCY"
959,"EMS","GENERAL WEAKNESS"
960,"EMS","SEIZURES"
961,"Traffic","VEHICLE ACCIDENT -"
962,"EMS","DIZZINESS"
963,"EMS","RESPIRATORY EMERGENCY"
964,"Fire","GAS-ODOR/LEAK"
965,"Traffic","VEHICLE ACCIDENT -"
966,"EMS","RESPIRATORY EMERGENCY"
967,"Fire","ELECTRICAL FIRE OUTSIDE"
968,"EMS","CVA/STROKE"
969,"Traffic","VEHICLE ACCIDENT -"
970,"EMS","SEIZURES"
971,"EMS","UNCONSCIOUS SUBJECT"
972,"Traffic","VEHICLE ACCIDENT -"
973,"Traffic","VEHICLE ACCIDENT -"
974,"Fire","GAS-ODOR/LEAK"
975,"Fire","GAS-ODOR/LEAK"
976,"EMS","FALL VICTIM"
977,"EMS","SYNCOPAL EPISODE"
978,"Fire","VEHICLE FIRE"
979,"Traffic","VEHICLE FIRE -"
980,"Traffic","VEHICLE ACCIDENT -"
981,"Traffic","VEHICLE ACCIDENT -"
982,"EMS","SEIZURES"
983,"Traffic","DISABLED VEHICLE -"
984,"EMS","SUBJECT IN PAIN"
985,"Fire","GAS-ODOR/LEAK"
986,"EMS","RESPIRATORY EMERGENCY"
987,"EMS","RESPIRATORY EMERGENCY"
988,"Traffic","VEHICLE ACCIDENT -"
989,"Traffic","VEHICLE ACCIDENT -"
990,"EMS","FALL VICTIM"
991,"EMS","DIABETIC EMERGENCY"
992,"EMS","SYNCOPAL EPISODE"
993,"Fire","FIRE ALARM"
994,"EMS","RESPIRATORY EMERGENCY"
995,"Fire","BUILDING FIRE"
996,"EMS","BUILDING FIRE"
997,"Traffic","DISABLED VEHICLE -"
998,"Fire","S/B AT HELICOPTER LANDING"
999,"Traffic","VEHICLE ACCIDENT -"
1000,"EMS","SYNCOPAL EPISODE"
1001,"Fire","VEHICLE FIRE"
1002,"EMS","FALL VICTIM"
1003,"EMS","ALLERGIC REACTION"
1004,"EMS","FALL VICTIM"
1005,"EMS","DIABETIC EMERGENCY"
1006,"Fire","BUILDING FIRE"
1007,"EMS","UNCONSCIOUS SUBJECT"
1008,"EMS","CARDIAC EMERGENCY"
1009,"Traffic","VEHICLE ACCIDENT -"
1010,"EMS","ASSAULT VICTIM"
1011,"EMS","UNRESPONSIVE SUBJECT"
1012,"EMS","ALLERGIC REACTION"
1013,"EMS","OVERDOSE"
1014,"EMS","CARDIAC EMERGENCY"
1015,"Fire","APPLIANCE FIRE"
1016,"EMS","APPLIANCE FIRE"
1017,"Traffic","VEHICLE ACCIDENT -"
1018,"EMS","MEDICAL ALERT ALARM"
1019,"EMS","RESPIRATORY EMERGENCY"
1020,"Traffic","VEHICLE ACCIDENT -"
1021,"EMS","CARDIAC EMERGENCY"
1022,"EMS","CARDIAC EMERGENCY"
1023,"EMS","FALL VICTIM"
1024,"EMS","UNKNOWN MEDICAL EMERGENCY"
1025,"EMS","ABDOMINAL PAINS"
1026,"EMS","DEHYDRATION"
1027,"Fire","FIRE ALARM"
1028,"EMS","ABDOMINAL PAINS"
1029,"EMS","FALL VICTIM"
1030,"EMS","RESPIRATORY EMERGENCY"
1031,"EMS","VEHICLE ACCIDENT"
1032,"Traffic","VEHICLE ACCIDENT -"
1033,"EMS","FALL VICTIM"
1034,"EMS","RESPIRATORY EMERGENCY"
1035,"Traffic","VEHICLE ACCIDENT -"
1036,"EMS","SEIZURES"
1037,"EMS","HEAD INJURY"
1038,"EMS","CARDIAC EMERGENCY"
1039,"Fire","CARBON MONOXIDE DETECTOR"
1040,"EMS","HEAD INJURY"
1041,"EMS","SYNCOPAL EPISODE"
1042,"Fire","FIRE ALARM"
1043,"EMS","DIABETIC EMERGENCY"
1044,"EMS","OVERDOSE"
1045,"Fire","FIRE ALARM"
1046,"EMS","ASSAULT VICTIM"
1047,"EMS","FALL VICTIM"
1048,"EMS","DIABETIC EMERGENCY"
1049,"EMS","SUBJECT IN PAIN"
1050,"Fire","BUILDING FIRE"
1051,"EMS","RESPIRATORY EMERGENCY"
1052,"EMS","HEMORRHAGING"
1053,"EMS","FRACTURE"
1054,"EMS","UNCONSCIOUS SUBJECT"
1055,"EMS","CARDIAC EMERGENCY"
1056,"EMS","ASSAULT VICTIM"
1057,"EMS","FALL VICTIM"
1058,"Traffic","VEHICLE ACCIDENT -"
1059,"EMS","ASSAULT VICTIM"
1060,"EMS","CARDIAC EMERGENCY"
1061,"EMS","VEHICLE ACCIDENT"
1062,"EMS","FALL VICTIM"
1063,"EMS","RESPIRATORY EMERGENCY"
1064,"EMS","DIABETIC EMERGENCY"
1065,"EMS","SHOOTING"
1066,"EMS","CARDIAC EMERGENCY"
1067,"EMS","FEVER"
1068,"EMS","HEAD INJURY"
1069,"EMS","DIABETIC EMERGENCY"
1070,"EMS","FALL VICTIM"
1071,"EMS","SEIZURES"
1072,"EMS","CVA/STROKE"
1073,"EMS","POISONING"
1074,"Fire","VEHICLE ACCIDENT"
1075,"EMS","VEHICLE ACCIDENT"
1076,"Traffic","VEHICLE ACCIDENT -"
1077,"Traffic","VEHICLE ACCIDENT -"
1078,"Traffic","VEHICLE ACCIDENT -"
1079,"Traffic","VEHICLE ACCIDENT -"
1080,"EMS","FALL VICTIM"
1081,"EMS","CARDIAC EMERGENCY"
1082,"Traffic","VEHICLE ACCIDENT -"
1083,"Traffic","VEHICLE ACCIDENT -"
1084,"Traffic","VEHICLE ACCIDENT -"
1085,"EMS","HEAD INJURY"
1086,"EMS","UNRESPONSIVE SUBJECT"
1087,"Fire","FIRE ALARM"
1088,"Traffic","VEHICLE ACCIDENT -"
1089,"Traffic","VEHICLE ACCIDENT -"
1090,"Traffic","VEHICLE ACCIDENT -"
1091,"Traffic","VEHICLE ACCIDENT -"
1092,"EMS","CVA/STROKE"
1093,"Traffic","VEHICLE ACCIDENT -"
1094,"EMS","VEHICLE ACCIDENT"
1095,"EMS","EMS SPECIAL SERVICE"
1096,"Fire","VEHICLE ACCIDENT"
1097,"EMS","SYNCOPAL EPISODE"
1098,"Fire","TRANSFERRED CALL"
1099,"EMS","RESPIRATORY EMERGENCY"
1100,"Traffic","VEHICLE ACCIDENT -"
1101,"Fire","VEHICLE ACCIDENT"
1102,"EMS","VEHICLE ACCIDENT"
1103,"Fire","FIRE ALARM"
1104,"Traffic","VEHICLE ACCIDENT -"
1105,"Traffic","DISABLED VEHICLE -"
1106,"EMS","RESPIRATORY EMERGENCY"
1107,"Traffic","DISABLED VEHICLE -"
1108,"EMS","FALL VICTIM"
1109,"Traffic","VEHICLE ACCIDENT -"
1110,"Traffic","VEHICLE ACCIDENT -"
1111,"EMS","VEHICLE ACCIDENT"
1112,"Traffic","VEHICLE ACCIDENT -"
1113,"EMS","RESPIRATORY EMERGENCY"
1114,"EMS","SEIZURES"
1115,"Traffic","VEHICLE ACCIDENT -"
1116,"Traffic","DISABLED VEHICLE -"
1117,"EMS","FALL VICTIM"
1118,"Traffic","ROAD OBSTRUCTION -"
1119,"Traffic","VEHICLE ACCIDENT -"
1120,"Traffic","DISABLED VEHICLE -"
1121,"EMS","RESPIRATORY EMERGENCY"
1122,"Traffic","DISABLED VEHICLE -"
1123,"Traffic","DISABLED VEHICLE -"
1124,"Traffic","VEHICLE ACCIDENT -"
1125,"EMS","NAUSEA/VOMITING"
1126,"EMS","RESPIRATORY EMERGENCY"
1127,"Traffic","VEHICLE ACCIDENT -"
1128,"EMS","DIZZINESS"
1129,"Traffic","VEHICLE ACCIDENT -"
1130,"EMS","HEMORRHAGING"
1131,"Traffic","VEHICLE ACCIDENT -"
1132,"EMS","CARDIAC EMERGENCY"
1133,"Traffic","VEHICLE ACCIDENT -"
1134,"EMS","ALTERED MENTAL STATUS"
1135,"EMS","RESPIRATORY EMERGENCY"
1136,"Traffic","VEHICLE ACCIDENT -"
1137,"EMS","SUBJECT IN PAIN"
1138,"EMS","GENERAL WEAKNESS"
1139,"EMS","BACK PAINS/INJURY"
1140,"Traffic","VEHICLE ACCIDENT -"
1141,"Traffic","VEHICLE ACCIDENT -"
1142,"EMS","CVA/STROKE"
1143,"EMS","ABDOMINAL PAINS"
1144,"EMS","RESPIRATORY EMERGENCY"
1145,"Fire","FIRE ALARM"
1146,"Fire","FIRE ALARM"
1147,"Fire","RESCUE - TECHNICAL"
1148,"EMS","RESCUE - TECHNICAL"
1149,"EMS","CHOKING"
1150,"EMS","RESPIRATORY EMERGENCY"
1151,"EMS","UNCONSCIOUS SUBJECT"
1152,"Traffic","VEHICLE ACCIDENT -"
1153,"EMS","FALL VICTIM"
1154,"EMS","UNCONSCIOUS SUBJECT"
1155,"Traffic","DISABLED VEHICLE -"
1156,"Traffic","ROAD OBSTRUCTION -"
1157,"Traffic","DISABLED VEHICLE -"
1158,"EMS","CARDIAC EMERGENCY"
1159,"Traffic","VEHICLE ACCIDENT -"
1160,"EMS","CARDIAC EMERGENCY"
1161,"EMS","RESCUE - TECHNICAL"
1162,"Traffic","VEHICLE ACCIDENT -"
1163,"Traffic","VEHICLE ACCIDENT -"
1164,"EMS","ABDOMINAL PAINS"
1165,"Traffic","VEHICLE ACCIDENT -"
1166,"Traffic","VEHICLE ACCIDENT -"
1167,"EMS","SYNCOPAL EPISODE"
1168,"EMS","CARDIAC EMERGENCY"
1169,"EMS","CARDIAC EMERGENCY"
1170,"EMS","CARDIAC EMERGENCY"
1171,"EMS","SUBJECT IN PAIN"
1172,"EMS","CARDIAC EMERGENCY"
1173,"Traffic","ROAD OBSTRUCTION -"
1174,"Fire","FIRE ALARM"
1175,"Traffic","DISABLED VEHICLE -"
1176,"EMS","CARDIAC EMERGENCY"
1177,"EMS","HEAD INJURY"
1178,"Traffic","DISABLED VEHICLE -"
1179,"EMS","CARDIAC EMERGENCY"
1180,"EMS","SUBJECT IN PAIN"
1181,"Traffic","VEHICLE ACCIDENT -"
1182,"Traffic","VEHICLE ACCIDENT -"
1183,"Fire","ELECTRICAL FIRE OUTSIDE"
1184,"Fire","FIRE ALARM"
1185,"EMS","ALLERGIC REACTION"
1186,"EMS","ALTERED MENTAL STATUS"
1187,"EMS","SUBJECT IN PAIN"
1188,"EMS","RESPIRATORY EMERGENCY"
1189,"Traffic","VEHICLE ACCIDENT -"
1190,"Traffic","ROAD OBSTRUCTION -"
1191,"Traffic","VEHICLE ACCIDENT -"
1192,"EMS","CVA/STROKE"
1193,"EMS","UNKNOWN MEDICAL EMERGENCY"
1194,"Traffic","DISABLED VEHICLE -"
1195,"EMS","FEVER"
1196,"Traffic","DISABLED VEHICLE -"
1197,"EMS","GENERAL WEAKNESS"
1198,"Traffic","VEHICLE ACCIDENT -"
1199,"EMS","UNKNOWN MEDICAL EMERGENCY"
1200,"Traffic","VEHICLE ACCIDENT -"
1201,"EMS","RESPIRATORY EMERGENCY"
1202,"Traffic","DISABLED VEHICLE -"
1203,"EMS","HEAD INJURY"
1204,"EMS","HEMORRHAGING"
1205,"Traffic","VEHICLE ACCIDENT -"
1206,"EMS","SEIZURES"
1207,"Traffic","VEHICLE ACCIDENT -"
1208,"Traffic","VEHICLE ACCIDENT -"
1209,"Traffic","VEHICLE ACCIDENT -"
1210,"EMS","FEVER"
1211,"Traffic","DISABLED VEHICLE -"
1212,"EMS","CVA/STROKE"
1213,"EMS","FEVER"
1214,"EMS","DIABETIC EMERGENCY"
1215,"Traffic","VEHICLE ACCIDENT -"
1216,"EMS","HEAD INJURY"
1217,"EMS","CARDIAC EMERGENCY"
1218,"EMS","CARDIAC EMERGENCY"
1219,"EMS","VEHICLE ACCIDENT"
1220,"Traffic","VEHICLE ACCIDENT -"
1221,"EMS","HEMORRHAGING"
1222,"Traffic","VEHICLE ACCIDENT -"
1223,"EMS","CARDIAC EMERGENCY"
1224,"EMS","CARDIAC EMERGENCY"
1225,"EMS","SYNCOPAL EPISODE"
1226,"EMS","ALTERED MENTAL STATUS"
1227,"EMS","CARDIAC EMERGENCY"
1228,"EMS","FALL VICTIM"
1229,"EMS","OVERDOSE"
1230,"Traffic","VEHICLE ACCIDENT -"
1231,"Traffic","VEHICLE ACCIDENT -"
1232,"Traffic","VEHICLE ACCIDENT -"
1233,"EMS","BACK PAINS/INJURY"
1234,"EMS","HEAD INJURY"
1235,"EMS","CARDIAC EMERGENCY"
1236,"EMS","SEIZURES"
1237,"EMS","DIZZINESS"
1238,"Traffic","VEHICLE ACCIDENT -"
1239,"EMS","ALTERED MENTAL STATUS"
1240,"EMS","CARDIAC EMERGENCY"
1241,"EMS","DIZZINESS"
1242,"Traffic","DISABLED VEHICLE -"
1243,"Traffic","DISABLED VEHICLE -"
1244,"Traffic","VEHICLE ACCIDENT -"
1245,"EMS","CARDIAC EMERGENCY"
1246,"EMS","CVA/STROKE"
1247,"Fire","FIRE INVESTIGATION"
1248,"EMS","ALTERED MENTAL STATUS"
1249,"EMS","GENERAL WEAKNESS"
1250,"Traffic","ROAD OBSTRUCTION -"
1251,"Traffic","VEHICLE ACCIDENT -"
1252,"Traffic","ROAD OBSTRUCTION -"
1253,"Fire","FIRE ALARM"
1254,"Fire","APPLIANCE FIRE"
1255,"Fire","FIRE ALARM"
1256,"EMS","ALTERED MENTAL STATUS"
1257,"Fire","CARBON MONOXIDE DETECTOR"
1258,"Fire","FIRE ALARM"
1259,"EMS","RESPIRATORY EMERGENCY"
1260,"Fire","FIRE ALARM"
1261,"Fire","FIRE ALARM"
1262,"Traffic","VEHICLE ACCIDENT -"
1263,"EMS","CARDIAC EMERGENCY"
1264,"EMS","MEDICAL ALERT ALARM"
1265,"Traffic","ROAD OBSTRUCTION -"
1266,"Traffic","VEHICLE ACCIDENT -"
1267,"Traffic","DISABLED VEHICLE -"
1268,"Fire","FIRE ALARM"
1269,"Traffic","VEHICLE ACCIDENT -"
1270,"EMS","ALTERED MENTAL STATUS"
1271,"EMS","VEHICLE ACCIDENT"
1272,"Traffic","VEHICLE ACCIDENT -"
1273,"EMS","CARDIAC EMERGENCY"
1274,"EMS","CARDIAC EMERGENCY"
1275,"EMS","HEAD INJURY"
1276,"EMS","VEHICLE ACCIDENT"
1277,"EMS","OVERDOSE"
1278,"Traffic","VEHICLE ACCIDENT -"
1279,"Fire","FIRE ALARM"
1280,"Traffic","VEHICLE ACCIDENT -"
1281,"EMS","BACK PAINS/INJURY"
1282,"EMS","SYNCOPAL EPISODE"
1283,"EMS","CARDIAC EMERGENCY"
1284,"EMS","BUILDING FIRE"
1285,"Traffic","DISABLED VEHICLE -"
1286,"Traffic","VEHICLE ACCIDENT -"
1287,"Traffic","HAZARDOUS ROAD CONDITIONS -"
1288,"Traffic","VEHICLE ACCIDENT -"
1289,"EMS","FALL VICTIM"
